status	portal	country	company	title	location	posted	source	url
new	LinkedIn	Argentina	Particle41	Devops Engineer (AWS)	Argentina	2026-03-28	DevOps	https://ar.linkedin.com/jobs/view/devops-engineer-aws-at-particle41-4405272040
new	LinkedIn	Argentina	Particle41	Devops Engineer (AWS)	Argentina	2026-03-28	Cloud Engineer	https://ar.linkedin.com/jobs/view/devops-engineer-aws-at-particle41-4405253985
new	LinkedIn	Argentina	Particle41	Devops Engineer (Azure)	Argentina	2026-01-19	Cloud Engineer	https://ar.linkedin.com/jobs/view/devops-engineer-azure-at-particle41-4364371986
new	LinkedIn	Uruguay	PartnerOne	Information Security Manager	Uruguay	2026-05-28	Security Engineer	https://uy.linkedin.com/jobs/view/information-security-manager-at-partnerone-4420608691
new	LinkedIn	Argentina	Personal	Product Owner Cash Management - Personal Pay	Argentina	2026-06-05	Product Owner	https://ar.linkedin.com/jobs/view/product-owner-cash-management-personal-pay-at-personal-4424793322
new	LinkedIn	Argentina	Personal	Product Owner Cobranzas	Argentina	2026-06-03	Product Owner	https://ar.linkedin.com/jobs/view/product-owner-cobranzas-at-personal-4423018821
new	LinkedIn	Chile	Pragmatike	DevOps Engineer (Remote)	Chile	2026-06-03	DevOps	https://cl.linkedin.com/jobs/view/devops-engineer-remote-at-pragmatike-4422687758
new	LinkedIn	Chile	Proyectum Chile	Product Owner	Santiago, Santiago Metropolitan Region, Chile	2026-05-27	Product Owner	https://cl.linkedin.com/jobs/view/product-owner-at-proyectum-chile-4419570368
new	LinkedIn	Argentina	PwC	Analista de ciberseguridad	Argentina	2026-05-28	Analista de Sistemas	https://ar.linkedin.com/jobs/view/analista-de-ciberseguridad-at-pwc-4420440411
new	LinkedIn	Argentina	Pyramid Consulting, Inc	DevOps Engineer	Argentina	2026-06-15	DevOps	https://ar.linkedin.com/jobs/view/devops-engineer-at-pyramid-consulting-inc-4428887902
new	LinkedIn	Argentina	Quik Hire Staffing	AWS Cloud Engineer (Remote)	Argentina	2026-06-15	AWS Cloud Engineer	https://ar.linkedin.com/jobs/view/aws-cloud-engineer-remote-at-quik-hire-staffing-4428843930
new	LinkedIn	Argentina	Quik Hire Staffing	Cloud Engineer (Remote)	Argentina	2026-06-10	Cloud Engineer	https://ar.linkedin.com/jobs/view/cloud-engineer-remote-at-quik-hire-staffing-4426796581
new	LinkedIn	Argentina	Quik Hire Staffing	DevOps Engineer (Remote)	Argentina	2026-06-15	DevOps	https://ar.linkedin.com/jobs/view/devops-engineer-remote-at-quik-hire-staffing-4428867016
new	LinkedIn	Argentina	QuintoAndar	Grupo QuintoAndar | Project Manager - IA Classifieds	Buenos Aires, Buenos Aires Province, Argentina	2026-06-02	Technical Project Manager	https://ar.linkedin.com/jobs/view/grupo-quintoandar-project-manager-ia-classifieds-at-quintoandar-4422467651
new	LinkedIn	Argentina	Randstad Digital	Cloud Platform Engineer	Argentina	2026-06-09	Cloud Engineer	https://ar.linkedin.com/jobs/view/cloud-platform-engineer-at-randstad-digital-4426373077
new	LinkedIn	Argentina	Reba	Ingeniero de Redes e Infraestructura Cloud	Buenos Aires, Buenos Aires Province, Argentina	2026-05-26	Jefe de Infraestructura	https://ar.linkedin.com/jobs/view/ingeniero-de-redes-e-infraestructura-cloud-at-reba-4416856717
new	LinkedIn	Argentina	Red Hat	Infrastructure Telco Architect	Argentina	2026-06-05	Infrastructure Engineer	https://ar.linkedin.com/jobs/view/infrastructure-telco-architect-at-red-hat-4424526154
new	LinkedIn	Argentina	Red Hat	Infrastructure Telco Architect	Argentina	2026-06-05	Infrastructure Engineer	https://ar.linkedin.com/jobs/view/infrastructure-telco-architect-at-red-hat-4424512947
new	LinkedIn	Chile	Ripley Chile	Site Reliability Engineer - (Associate Level)	Las Condes, Santiago Metropolitan Region, Chile	2026-05-18	Site Reliability Engineer	https://cl.linkedin.com/jobs/view/site-reliability-engineer-associate-level-at-ripley-chile-4400207597
new	LinkedIn	Chile	Ripley Chile	Site Reliability Engineer – (Senior Level)	Las Condes, Santiago Metropolitan Region, Chile	2026-05-18	Site Reliability Engineer	https://cl.linkedin.com/jobs/view/site-reliability-engineer-%E2%80%93-senior-level-at-ripley-chile-4399266353
new	LinkedIn	Argentina	RootstockLabs	Operational Security Engineer	Argentina	2026-05-29	Security Engineer	https://ar.linkedin.com/jobs/view/operational-security-engineer-at-rootstocklabs-4420916220
new	LinkedIn	Uruguay	RUA Asistencia	Responsable de Infraestructura IT	Montevideo, Montevideo, Uruguay	2026-06-12	Jefe de Infraestructura	https://uy.linkedin.com/jobs/view/responsable-de-infraestructura-it-at-rua-asistencia-4427690647
new	LinkedIn	Argentina	SearchApi	Senior Infrastructure Engineer	Argentina	2025-12-05	Cloud Engineer	https://ar.linkedin.com/jobs/view/senior-infrastructure-engineer-at-searchapi-4342431762
new	LinkedIn	Chile	SearchApi	Senior Infrastructure Engineer	Chile	2025-12-05	DevOps	https://cl.linkedin.com/jobs/view/senior-infrastructure-engineer-at-searchapi-4342421686
new	LinkedIn	Argentina	Sezzle	Senior Security Infrastructure Engineer	Argentina	2026-06-13	Security Engineer	https://ar.linkedin.com/jobs/view/senior-security-infrastructure-engineer-at-sezzle-4400298271
new	LinkedIn	Chile	Signant Health	Cloud Operations Database Engineer	Chile	2026-06-09	Cloud Engineer	https://cl.linkedin.com/jobs/view/cloud-operations-database-engineer-at-signant-health-4425878863
new	LinkedIn	Chile	Signant Health	Senior Cloud Operations Engineer - Technology IT	Santiago Metropolitan Region, Chile	2026-06-08	Cloud Engineer	https://cl.linkedin.com/jobs/view/senior-cloud-operations-engineer-technology-it-at-signant-health-4425926270
new	LinkedIn	Argentina	Smart IT Frame LLC	Azure DevOps Engineer	Argentina	2026-06-11	Platform Engineer	https://ar.linkedin.com/jobs/view/azure-devops-engineer-at-smart-it-frame-llc-4426605498
new	LinkedIn	Argentina	Smart IT Frame LLC	DevOps Engineer	Argentina	2026-06-10	DevOps	https://ar.linkedin.com/jobs/view/devops-engineer-at-smart-it-frame-llc-4426099568
new	LinkedIn	Argentina	Smart IT Frame LLC	Security Operations Center Business Analyst	Argentina	2026-06-15	Product Owner	https://ar.linkedin.com/jobs/view/security-operations-center-business-analyst-at-smart-it-frame-llc-4427714247
new	LinkedIn	Argentina	Softtek	Analista Funcional	Buenos Aires Province, Argentina	2026-06-04	Analista de Sistemas	https://ar.linkedin.com/jobs/view/analista-funcional-at-softtek-4423396145
new	LinkedIn	Chile	SONDA	Analista Funcional Mejoras de Sistemas- Programa Fresh Graduates	Santiago Metropolitan Region, Chile	2026-05-29	Analista Funcional	https://cl.linkedin.com/jobs/view/analista-funcional-mejoras-de-sistemas-programa-fresh-graduates-at-sonda-4420685041
